Latitude,Longitude,Elevation
-41.6710100,145.9685800,1125.0
-41.6710700,145.9693100,1131.0
-41.6711200,145.9700300,1142.0
-41.6705400,145.9700500,1135.0
-41.6699700,145.9700600,1128.0
-41.6693900,145.9700800,1122.0
-41.6689200,145.9701000,1120.0
-41.6684500,145.9701200,1127.0
-41.6679900,145.9701300,1139.0
-41.6675200,145.9701500,1151.0
-41.6670500,145.9701700,1153.0
-41.6664000,145.9701900,1157.0
-41.6657500,145.9702100,1151.0
-41.6651500,145.9702400,1124.0
-41.6645400,145.9702600,1093.0
-41.6640000,145.9702800,1065.0
-41.6634600,145.9703000,1036.0
-41.6629200,145.9703100,1020.0
-41.6623800,145.9703300,1020.0
-41.6618400,145.9703500,1016.0
-41.6613000,145.9703700,1006.0
-41.6607600,145.9703900,1017.0
-41.6602200,145.9704100,1041.0
-41.6597500,145.9704300,1066.0
-41.6592800,145.9704400,1097.0
-41.6588200,145.9704600,1129.0
-41.6583500,145.9704700,1161.0
-41.6578800,145.9704900,1196.0
-41.6573000,145.9705100,1220.0
-41.6567300,145.9705400,1227.0
-41.6561500,145.9705600,1224.0
-41.6556000,145.9705800,1218.0
-41.6550600,145.9705900,1211.0
-41.6545100,145.9706100,1201.0
-41.6539900,145.9706300,1185.0
-41.6534700,145.9706400,1174.0
-41.6529500,145.9706600,1161.0
-41.6523700,145.9706800,1140.0
-41.6518000,145.9707000,1118.0
-41.6512200,145.9707200,1098.0
-41.6512200,145.9700300,1089.0
-41.6512100,145.9693300,1075.0
-41.6512100,145.9686400,1060.0
-41.6512000,145.9680000,1038.0
-41.6512000,145.9673700,1020.0
-41.6512000,145.9667300,1002.0
-41.6511900,145.9660900,982.0
-41.6511900,145.9653900,964.0
-41.6511800,145.9647000,955.0
-41.6511800,145.9640000,947.0
-41.6511700,145.9633000,944.0
-41.6511700,145.9626400,940.0
-41.6511700,145.9619700,939.0
-41.6511600,145.9613100,939.0
-41.6511600,145.9606400,941.0
-41.6511500,145.9599900,949.0
-41.6511500,145.9593300,963.0
-41.6511400,145.9586800,973.0
-41.6511400,145.9580700,974.0
-41.6511300,145.9574700,968.0
-41.6511300,145.9568600,959.0
-41.6511300,145.9562500,947.0
-41.6516100,145.9562300,937.0
-41.6520800,145.9562100,932.0
-41.6525600,145.9562000,928.0
-41.6530300,145.9561800,936.0
-41.6535800,145.9561600,935.0
-41.6541300,145.9561500,938.0
-41.6546800,145.9561300,943.0
-41.6552500,145.9561100,955.0
-41.6558300,145.9560900,973.0
-41.6564000,145.9560700,982.0
-41.6568800,145.9560600,989.0
-41.6573500,145.9560400,990.0
-41.6578300,145.9560300,988.0
-41.6583100,145.9560100,985.0
-41.6587700,145.9559900,984.0
-41.6592200,145.9559800,995.0
-41.6596800,145.9559600,1010.0
-41.6601300,145.9559400,1025.0
-41.6607100,145.9559200,1040.0
-41.6612800,145.9559100,1054.0
-41.6618600,145.9558900,1070.0
-41.6623100,145.9558800,1068.0
-41.6627700,145.9558600,1053.0
-41.6632200,145.9558500,1032.0
-41.6636700,145.9558300,1013.0
-41.6641700,145.9558100,997.0
-41.6646700,145.9558000,985.0
-41.6651700,145.9557800,976.0
-41.6656700,145.9557600,969.0
-41.6662100,145.9557400,962.0
-41.6667400,145.9557200,960.0
-41.6672800,145.9557100,958.0
-41.6678100,145.9556900,984.0
-41.6683500,145.9556700,1012.0
-41.6684100,145.9563300,972.0
-41.6684700,145.9569800,939.0
-41.6685300,145.9576400,939.0
-41.6686000,145.9583800,939.0
-41.6686600,145.9591100,939.0
-41.6687300,145.9598500,939.0
-41.6687900,145.9605700,939.0
-41.6688500,145.9612800,939.0
-41.6689200,145.9620000,939.0
-41.6689800,145.9627200,943.0
-41.6690400,145.9633500,954.0
-41.6691000,145.9639800,967.0
-41.6691600,145.9646100,990.0
-41.6692100,145.9652400,1016.0
-41.6692700,145.9658700,1046.0
-41.6693300,145.9665000,1081.0
-41.6693900,145.9671300,1111.0
-41.6688400,145.9671800,1104.0
-41.6682800,145.9672300,1099.0
-41.6677300,145.9672800,1096.0
-41.6671500,145.9673400,1089.0
-41.6665700,145.9673900,1082.0
-41.6661200,145.9674300,1079.0
-41.6656600,145.9674800,1082.0
-41.6652100,145.9675200,1080.0
-41.6645800,145.9675800,1053.0
-41.6639400,145.9676300,1048.0
-41.6632800,145.9676900,1062.0
-41.6626200,145.9677500,1061.0
-41.6619800,145.9678100,1049.0
-41.6613400,145.9678600,1054.0
-41.6608400,145.9679100,1054.0
-41.6603500,145.9679500,1062.0
-41.6598500,145.9680000,1070.0
-41.6592600,145.9680600,1079.0
-41.6586600,145.9681100,1084.0
-41.6580200,145.9681700,1095.0
-41.6573900,145.9682200,1098.0
-41.6569400,145.9682600,1105.0
-41.6564800,145.9683000,1110.0
-41.6560300,145.9683400,1109.0
-41.6554600,145.9683900,1107.0
-41.6548900,145.9684400,1106.0
-41.6544000,145.9684800,1102.0
-41.6539000,145.9685300,1098.0
-41.6533400,145.9685800,1098.0
-41.6527700,145.9686400,1094.0
-41.6528500,145.9680100,1065.0
-41.6529200,145.9673800,1035.0
-41.6520700,145.9676400,1040.0
-41.6523000,145.9670900,1016.0
-41.6525300,145.9665400,994.0
-41.6527600,145.9659900,976.0
-41.6529900,145.9654400,961.0
-41.6532200,145.9648900,949.0
-41.6528000,145.9651500,954.0
-41.6523700,145.9654100,960.0
-41.6519500,145.9656700,969.0
-41.6526000,145.9658400,971.0
-41.6532400,145.9660000,978.0
-41.6531300,145.9653600,959.0
-41.6530200,145.9647300,946.0
-41.6529000,145.9640900,940.0
-41.6527900,145.9634600,939.0
-41.6526800,145.9628200,939.0
-41.6525700,145.9621900,939.0
-41.6524600,145.9615500,939.0
-41.6523500,145.9609200,939.0
-41.6522300,145.9602800,944.0
-41.6521200,145.9596500,950.0
-41.6520100,145.9590100,955.0
-41.6526500,145.9589300,950.0
-41.6533000,145.9588500,949.0
-41.6531200,145.9578900,947.0
-41.6536200,145.9578100,947.0
-41.6541200,145.9577400,947.0
-41.6546200,145.9576700,947.0
-41.6551200,145.9575900,949.0
-41.6556400,145.9575100,953.0
-41.6561500,145.9574300,960.0
-41.6566700,145.9573500,958.0
-41.6571500,145.9572400,958.0
-41.6576200,145.9571300,958.0
-41.6581000,145.9570200,953.0
-41.6585800,145.9569000,954.0
-41.6590500,145.9567900,956.0
-41.6595300,145.9566800,972.0
-41.6600200,145.9567600,976.0
-41.6605100,145.9568500,980.0
-41.6610000,145.9569300,993.0
-41.6614900,145.9570200,1009.0
-41.6619800,145.9571000,1024.0
-41.6624300,145.9571000,1039.0
-41.6628900,145.9571000,1037.0
-41.6633400,145.9571000,1024.0
-41.6638000,145.9571000,1004.0
-41.6642500,145.9571000,989.0
-41.6647000,145.9571000,976.0
-41.6651600,145.9571000,961.0
-41.6656100,145.9571000,951.0
-41.6651800,145.9576400,960.0
-41.6647600,145.9581900,976.0
-41.6643300,145.9587300,986.0
-41.6638800,145.9587600,998.0
-41.6634300,145.9587900,1002.0
-41.6629700,145.9588100,989.0
-41.6625200,145.9588400,972.0
-41.6620700,145.9588700,961.0
-41.6620300,145.9595900,953.0
-41.6619800,145.9603200,954.0
-41.6625100,145.9603000,958.0
-41.6630300,145.9602700,967.0
-41.6635600,145.9602500,977.0
-41.6640800,145.9602200,972.0
-41.6646100,145.9602000,962.0
-41.6641000,145.9604700,968.0
-41.6636000,145.9607500,969.0
-41.6630900,145.9610200,967.0
-41.6626600,145.9612500,961.0
-41.6622300,145.9614900,954.0
-41.6618000,145.9617200,948.0
-41.6613600,145.9619200,940.0
-41.6609100,145.9621100,939.0
-41.6604700,145.9623100,939.0
-41.6600300,145.9625100,939.0
-41.6595800,145.9627100,939.0
-41.6591400,145.9629000,939.0
-41.6587000,145.9631000,939.0
-41.6582500,145.9633000,939.0
-41.6578100,145.9634900,939.0
-41.6573600,145.9636900,939.0
-41.6569200,145.9638900,939.0
-41.6564800,145.9640800,939.0
-41.6560300,145.9642800,941.0
-41.6555900,145.9644800,951.0
-41.6551500,145.9646800,957.0
-41.6547000,145.9648700,963.0
-41.6542600,145.9650700,966.0
-41.6541200,145.9658200,989.0
-41.6539900,145.9665700,1008.0
-41.6538500,145.9673200,1038.0
-41.6543800,145.9673400,1046.0
-41.6549100,145.9673600,1047.0
-41.6554400,145.9673800,1051.0
-41.6555200,145.9667100,1018.0
-41.6555900,145.9660400,992.0
-41.6556700,145.9653700,969.0
-41.6561400,145.9654000,969.0
-41.6566000,145.9654300,966.0
-41.6570700,145.9654600,970.0
-41.6575300,145.9654900,971.0
-41.6573800,145.9660800,993.0
-41.6572300,145.9666600,1019.0
-41.6570800,145.9672500,1047.0
-41.6575300,145.9671900,1044.0
-41.6579800,145.9671300,1036.0
-41.6588500,145.9670100,1019.0
-41.6588500,145.9663100,994.0
-41.6588500,145.9656100,966.0
-41.6592400,145.9660200,978.0
-41.6596400,145.9664200,990.0
-41.6600300,145.9668300,1008.0
-41.6605500,145.9666100,1000.0
-41.6610700,145.9664000,990.0
-41.6615200,145.9663600,982.0
-41.6619800,145.9663100,975.0
-41.6624400,145.9662700,970.0
-41.6628900,145.9662200,971.0
-41.6633900,145.9662800,977.0
-41.6638900,145.9663400,978.0
-41.6643900,145.9664000,977.0
-41.6648900,145.9664600,979.0
-41.6654500,145.9663700,987.0
-41.6660000,145.9662800,999.0
-41.6665600,145.9661900,1011.0
-41.6671100,145.9661000,1025.0
-41.6674600,145.9657100,1012.0
-41.6678200,145.9653100,1000.0
-41.6681700,145.9649100,986.0
-41.6685200,145.9645200,975.0
-41.6685900,145.9654000,1013.0
-41.6686600,145.9662800,1058.0
-41.6738400,145.9734800,1163.0
-41.6743700,145.9734600,1164.0
-41.6749000,145.9734400,1162.0
-41.6754200,145.9734200,1151.0
-41.6759500,145.9734000,1145.0
-41.6765000,145.9733800,1142.0
-41.6770500,145.9733500,1133.0
-41.6776100,145.9733200,1120.0
-41.6781600,145.9733000,1110.0
-41.6786200,145.9732800,1097.0
-41.6790800,145.9732600,1092.0
-41.6795400,145.9732500,1090.0
-41.6800000,145.9732300,1090.0
-41.6804500,145.9732100,1091.0
-41.6809100,145.9731900,1102.0
-41.6813700,145.9731800,1126.0
-41.6818300,145.9731600,1132.0
-41.6822900,145.9731400,1123.0
-41.6827900,145.9731200,1104.0
-41.6832800,145.9731000,1089.0
-41.6837800,145.9730800,1069.0
-41.6842700,145.9730600,1061.0
-41.6847700,145.9730400,1065.0
-41.6852600,145.9730200,1068.0
-41.6857600,145.9730000,1069.0
-41.6857500,145.9723600,1064.0
-41.6857400,145.9717300,1061.0
-41.6857400,145.9710900,1057.0
-41.6857300,145.9704600,1042.0
-41.6857200,145.9698200,1026.0
-41.6857100,145.9692100,1009.0
-41.6857000,145.9686000,1000.0
-41.6856900,145.9679900,996.0
-41.6856800,145.9673800,996.0
-41.6856800,145.9667600,995.0
-41.6856700,145.9661500,992.0
-41.6856600,145.9655400,973.0
-41.6856500,145.9649300,957.0
-41.6856400,145.9643200,947.0
-41.6856300,145.9637200,945.0
-41.6856200,145.9631200,944.0
-41.6856100,145.9625200,941.0
-41.6856000,145.9619200,940.0
-41.6856000,145.9613100,948.0
-41.6855900,145.9607100,962.0
-41.6855800,145.9601100,980.0
-41.6855700,145.9595100,999.0
-41.6855600,145.9589100,1021.0
-41.6855500,145.9583100,1045.0
-41.6855400,145.9577100,1084.0
-41.6855300,145.9571100,1125.0
-41.6855200,145.9565100,1144.0
-41.6855200,145.9559000,1150.0
-41.6855100,145.9553000,1308.0
-41.6855000,145.9547000,1423.0
-41.6854900,145.9541000,1456.0
-41.6854800,145.9535000,1503.0
-41.6854700,145.9529000,1504.0
-41.6854600,145.9523000,1489.0
-41.6854500,145.9517000,1486.0
-41.6854400,145.9511000,1444.0
-41.6854400,145.9504900,1386.0
-41.6854300,145.9498900,1318.0
-41.6854200,145.9492900,1278.0
-41.6854100,145.9486900,1254.0
-41.6854000,145.9480900,1234.0
-41.6853900,145.9474500,1217.0
-41.6853800,145.9468200,1206.0
-41.6853800,145.9461800,1197.0
-41.6853700,145.9455500,1196.0
-41.6853600,145.9449100,1189.0
-41.6853500,145.9442900,1175.0
-41.6853400,145.9436700,1171.0
-41.6853300,145.9430600,1167.0
-41.6853300,145.9424400,1167.0
-41.6853200,145.9418200,1170.0
-41.6853100,145.9412100,1175.0
-41.6853000,145.9405900,1185.0
-41.6852900,145.9399700,1190.0
-41.6852800,145.9393500,1191.0
-41.6852700,145.9387400,1196.0
-41.6852600,145.9381200,1198.0
-41.6852600,145.9375000,1198.0
-41.6852500,145.9368800,1202.0
-41.6852400,145.9362700,1204.0
-41.6852300,145.9356500,1203.0
-41.6852200,145.9350300,1200.0
-41.6847500,145.9351000,1189.0
-41.6842800,145.9351800,1136.0
-41.6838100,145.9352500,1108.0
-41.6833400,145.9353300,1096.0
-41.6828600,145.9354000,1092.0
-41.6823900,145.9354800,1093.0
-41.6819200,145.9355500,1097.0
-41.6814500,145.9356300,1101.0
-41.6809800,145.9357000,1100.0
-41.6805100,145.9357700,1099.0
-41.6800300,145.9358500,1109.0
-41.6795600,145.9359200,1131.0
-41.6790800,145.9360000,1145.0
-41.6786100,145.9360700,1149.0
-41.6781300,145.9361500,1146.0
-41.6776600,145.9362200,1155.0
-41.6771900,145.9362900,1178.0
-41.6767100,145.9363700,1200.0
-41.6762400,145.9364400,1221.0
-41.6757600,145.9365200,1240.0
-41.6752900,145.9365900,1258.0
-41.6748100,145.9366700,1268.0
-41.6743400,145.9367400,1264.0
-41.6738900,145.9368100,1267.0
-41.6734400,145.9368800,1272.0
-41.6729900,145.9369500,1276.0
-41.6725400,145.9370200,1279.0
-41.6720900,145.9370900,1279.0
-41.6716400,145.9371600,1278.0
-41.6711900,145.9372300,1281.0
-41.6707400,145.9373000,1280.0
-41.6702900,145.9373700,1279.0
-41.6698400,145.9374400,1275.0
-41.6693900,145.9375100,1270.0
-41.6689400,145.9375800,1265.0
-41.6684900,145.9376500,1267.0
-41.6680400,145.9377200,1274.0
-41.6675900,145.9377900,1284.0
-41.6671500,145.9378600,1287.0
-41.6667000,145.9379300,1289.0
-41.6662500,145.9380000,1287.0
-41.6658000,145.9380700,1286.0
-41.6653500,145.9381400,1284.0
-41.6648900,145.9382100,1281.0
-41.6644300,145.9382800,1279.0
-41.6639700,145.9383600,1277.0
-41.6635100,145.9384300,1273.0
-41.6630500,145.9385000,1269.0
-41.6625900,145.9385700,1263.0
-41.6621300,145.9386400,1257.0
-41.6616700,145.9387200,1257.0
-41.6612100,145.9387900,1260.0
-41.6607500,145.9388600,1261.0
-41.6602900,145.9389300,1262.0
-41.6598300,145.9390000,1258.0
-41.6593700,145.9390800,1256.0
-41.6589100,145.9391500,1253.0
-41.6584500,145.9392200,1242.0
-41.6580000,145.9392900,1230.0
-41.6575500,145.9393600,1217.0
-41.6571000,145.9394300,1203.0
-41.6566500,145.9395000,1184.0
-41.6562100,145.9395700,1164.0
-41.6557600,145.9396400,1153.0
-41.6553100,145.9397100,1142.0
-41.6548600,145.9397800,1133.0
-41.6544100,145.9398500,1126.0
-41.6539100,145.9399300,1119.0
-41.6534000,145.9400100,1113.0
-41.6529000,145.9400900,1105.0
-41.6523900,145.9401600,1097.0
-41.6518900,145.9402400,1096.0
-41.6513800,145.9403200,1095.0
-41.6508800,145.9404000,1084.0
-41.6504300,145.9404700,1076.0
-41.6499800,145.9405400,1063.0
-41.6495300,145.9406100,1039.0
-41.6490800,145.9406800,1018.0
-41.6486300,145.9407500,996.0
-41.6481800,145.9408200,980.0
-41.6477300,145.9408900,968.0
-41.6472800,145.9409600,956.0
-41.6468200,145.9410300,943.0
-41.6463500,145.9411000,938.0
-41.6458900,145.9411700,931.0
-41.6454300,145.9412500,923.0
-41.6449700,145.9413200,916.0
-41.6445000,145.9413900,904.0
-41.6440400,145.9414600,895.0
-41.6435800,145.9415300,892.0
-41.6431300,145.9416000,889.0
-41.6426700,145.9416700,890.0
-41.6422100,145.9417500,894.0
-41.6417500,145.9418200,902.0
-41.6413000,145.9418900,904.0
-41.6408400,145.9419600,906.0
-41.6403800,145.9420300,910.0
-41.6399300,145.9421000,916.0
-41.6394800,145.9421700,925.0
-41.6390300,145.9422400,931.0
-41.6385900,145.9423200,936.0
-41.6381400,145.9423900,941.0
-41.6376900,145.9424600,947.0
-41.6372400,145.9425300,957.0
-41.6372500,145.9431700,950.0
-41.6372600,145.9438200,946.0
-41.6372600,145.9444600,942.0
-41.6372700,145.9451100,935.0
-41.6372800,145.9457500,927.0
-41.6372900,145.9464000,915.0
-41.6372900,145.9470400,901.0
-41.6373000,145.9476900,883.0
-41.6373100,145.9483300,869.0
-41.6373200,145.9489600,869.0
-41.6373200,145.9495800,870.0
-41.6373300,145.9502100,872.0
-41.6373400,145.9508300,872.0
-41.6373500,145.9514600,874.0
-41.6373600,145.9520900,875.0
-41.6373600,145.9527100,876.0
-41.6373700,145.9533400,878.0
-41.6373800,145.9539700,884.0
-41.6373900,145.9545900,889.0
-41.6373900,145.9552200,894.0
-41.6374000,145.9558500,903.0
-41.6374100,145.9564700,910.0
-41.6374200,145.9571000,913.0
-41.6374200,145.9577200,916.0
-41.6374300,145.9583500,915.0
-41.6374400,145.9589800,918.0
-41.6374500,145.9596000,915.0
-41.6374500,145.9602300,916.0
-41.6374600,145.9608600,920.0
-41.6374700,145.9614900,919.0
-41.6374800,145.9621100,920.0
-41.6374900,145.9627400,922.0
-41.6374900,145.9633700,918.0
-41.6375000,145.9639900,915.0
-41.6375100,145.9646200,911.0
-41.6375200,145.9652500,905.0
-41.6375200,145.9658800,898.0
-41.6375300,145.9665000,892.0
-41.6375400,145.9671300,889.0
-41.6375500,145.9677300,892.0
-41.6375500,145.9683400,902.0
-41.6375600,145.9689400,912.0
-41.6375700,145.9695400,920.0
-41.6375700,145.9701400,925.0
-41.6375800,145.9707500,931.0
-41.6375800,145.9713500,940.0
-41.6375900,145.9719500,941.0
-41.6380500,145.9720300,958.0
-41.6385100,145.9721100,977.0
-41.6389700,145.9721900,1001.0
-41.6394300,145.9722700,1021.0
-41.6398900,145.9723500,1035.0
-41.6403500,145.9724300,1043.0
-41.6408100,145.9725100,1049.0
-41.6412700,145.9725900,1054.0
-41.6417300,145.9726700,1056.0
-41.6421900,145.9727500,1054.0
-41.6426500,145.9728300,1049.0
-41.6431100,145.9729100,1045.0
-41.6435600,145.9729900,1039.0
-41.6440000,145.9730600,1034.0
-41.6444500,145.9731400,1036.0
-41.6449000,145.9732200,1040.0
-41.6453400,145.9732900,1046.0
-41.6457900,145.9733700,1045.0
-41.6462400,145.9734500,1045.0
-41.6466800,145.9735200,1047.0
-41.6471300,145.9736000,1051.0
-41.6475800,145.9736800,1057.0
-41.6480200,145.9737500,1061.0
-41.6484700,145.9738300,1064.0
-41.6484100,145.9731300,1049.0
-41.6483600,145.9724300,1037.0
-41.6483000,145.9717300,1034.0
-41.6482400,145.9710300,1028.0
-41.6481900,145.9704300,1022.0
-41.6481400,145.9698300,1013.0
-41.6481000,145.9692400,1004.0
-41.6480500,145.9686400,994.0
-41.6480000,145.9680400,982.0
-41.6475300,145.9679500,983.0
-41.6470500,145.9678500,988.0
-41.6465800,145.9677600,995.0
-41.6461100,145.9676600,1003.0
-41.6456300,145.9675700,1005.0
-41.6451600,145.9674700,1012.0
-41.6446900,145.9673800,1015.0
-41.6442100,145.9672800,1019.0
-41.6437400,145.9671900,1020.0
-41.6432900,145.9671000,1013.0
-41.6428500,145.9670100,1000.0
-41.6424000,145.9669200,990.0
-41.6419500,145.9668300,976.0
-41.6415000,145.9667400,965.0
-41.6410600,145.9666500,953.0
-41.6406100,145.9665600,944.0
-41.6401600,145.9664700,935.0
-41.6401100,145.9658100,925.0
-41.6400600,145.9651500,921.0
-41.6400100,145.9644900,923.0
-41.6399600,145.9638300,923.0
-41.6399000,145.9631700,926.0
-41.6398500,145.9625100,929.0
-41.6398000,145.9618500,929.0
-41.6397500,145.9611900,927.0
